company,job-title,job-description,level
Nike,Data Engineer,"Become a Part of the NIKE, Inc. TeamNIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.Nike USA, Inc., located in Beaverton, OR. Design and implement data products and features in collaboration with product owners, data analysts, and business partners using Agile / Scrum methodology. Contribute to overall architecture, frameworks and patterns for processing and storing large data volumes. Evaluate and utilize new technologies/tools/frameworks centered around high-volume data processing. Translate product backlog items into engineering designs and logical units of work. Profile and analyze data for the purpose of designing scalable solutions. Define and apply appropriate data acquisition and consumption strategies for given technical scenarios. Design and implement distributed data processing pipelines using tools and languages prevalent in the big data ecosystem. Build utilities, user defined functions, libraries, and frameworks to better enable data flow patterns. Implement complex automated routines using workflow orchestration tools. Anticipate, identify and tackle issues concerning data management to improve data quality. Build and incorporate automated unit tests and participate in integration testing efforts. Utilize and advance continuous integration and deployment frameworks.Applicant must have a Bachelor’s degree in Data Science, Computer Engineering, Computer Science, or Computer Information Systems and five (5) years of progressive post-baccalaureate experience in the job offered or engineering-related occupation. Experience must include the following- Programming ability (Python, SQL);  Database related concept;  Big Data exposure;  Spark;  Airflow (Orchestration tools);  Cloud Solutions;  Software/Data design ability;  CI/CD understanding and implementation;  Code review;  Data Architecture; and  AWS, Azure. NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability.]]>


        Show more

        


        Show less",Entry level
Yakoa,Data Engineer,"We're looking for a forward-thinking, structured problem solver, and technical specialist passionate about building systems at scale. You will be among the first to tap into massive blockchain datasets, to construct data infrastructure that makes possible analytics, data science, machine learning, and AI workloads.As the data domain specialist, you will partner with a cross-functional team of product engineers, analytics specialists, and machine learning engineers to unify data infrastructure across Yakoa's product suite. Requirements may be vague, but the iterations will be rapid, and you must take thoughtful and calculated risks. Your work will take place at the interface of the AI, blockchain, and intellectual property domains, so you must be a quick learner with a thirst for many types of knowledge.ResponsibilitiesDesign, build, test, and maintain scalable data pipelines and microservices sourcing both first-party and third-party datasets and deploying distributed (cloud) structures and other applicable storage forms such as vector databases and relational databases.Index multiple blockchain data standards into responsive data environments, and tune those environments to power real-time query infrastructure.Design and optimize data storage schemas to make terabytes of data readily accessible to our API.Build utilities, user-defined functions, libraries, and frameworks to better enable data flow patterns.Utilize and advance continuous integration and deployment frameworks.Research, evaluate and utilize new technologies/tools/frameworks centered around high-volume data processing.Mentor other engineers while serving as technical lead, contributing to and directing the execution of complex projects.Requirements4+ years working as a data engineer.Proficient in database schema design, and analytical and operational data modeling.Proven experience working with large datasets and big data ecosystems for computing (spark, Kafka, Hive, or similar), orchestration tools (dagster, airflow, oozie, luigi), and storage(S3, Hadoop, DBFS).Experience with modern databases (PostgreSQL, Redshift, Dynamo DB, Mongo DB, or similar).Proficient in one or more programming languages such as Python, Java, Scala, etc., and rock-solid SQL skills.Experience building CI/CD pipelines with services like Bitbucket Pipelines or GitHub Actions.Proven analytical, communication, and organizational skills and the ability to prioritize multiple tasks at a given time.An open mind to try solutions that may seem astonishing at first.An MS in Computer Science or equivalent experience.Exceptional candidates also have:Experience with Web3 tooling.Experience with artificial intelligence, machine learning, and other big data techniques.B2B software design experience.No crypto or Web3 experience? No problem! We’ll help coach you and cover any costs for educational materials for your growth.BenefitsUnlimited PTO. Competitive compensation packages. Remote friendly & flexible hours. Wellness packages for mental and physical health.


        Show more

        


        Show less",Mid-Senior level
Geopath,Data Engineer,"Applicants must be authorized to work for any employer in the United States. We are unable to sponsor, or take over sponsorship, of an employment visa at this time.About the roleReporting to the SVP, Data & Technology and Lead Data Engineer, the Data Engineer will play a critical role in supporting and advancing Geopath’s new audience measurement platform.Responsibilities:Build scalable functions, fault tolerant batch & real time data pipelines to validate/extract/transform/integrate large scale datasets inclusive of location and time series data, across multiple platformsReview current data processes to identify improvement areas: design and implement solutions to improve scalability, performance, cost efficiencies and data qualityExtend and optimize Geopath’s data platform, which spans across multiple cloud services, data warehouses, and applications in order to meet the industry’s evolving data needsResearch, evaluate, analyze and integrate new data sources and develop quick prototypes for new data productsWork closely with product owners, data architects, data scientists and application development teams to quickly define prototypes, and build new data productsDevelop a solid understanding of the nuances within Geopath’s foundational data sourcesSupport internal stakeholders including data, design, product and executive teams by assisting them with data-related technical issuesRequirements:Bachelor’s or master's degree in computer science, computer engineering, informatics, or equivalent fields3+ years of experience as a Data Engineer with demonstrated experience in data modeling, ETL, data warehouse/data lakes, and consolidating data from multiple data sources3+ years of experience with SQL, solid experience in writing stored procedures and UDFs, familiarity with Snowflake’s data warehouse a plus2+ years of experience in building and optimizing scalable and robust big data pipelines in Apache Airflow or other workflow engines and fluent in Python or Java programmingGood working knowledge in data partition and query optimizationExperience or desire to work in a start-up environment, good team player, and can work independently with minimal supervisionGreat analytical and problem-solving skills, eager to learn new technologies and willing to wear different hats in a small team settingGreat communication and organizational skillsExpected salary for this role is between $75,000-$140,000 per year, depending on experience.About Geopath Inc.Established in 1933, Geopath, (previously the Traffic Audit Bureau for Media Measurement Inc.,) has been the gold standard in providing media auditing and audience measurement services for the Out of Home industry in the US for 90 years. Geopath has now expanded its historical mission and is looking to the future by modernizing its mission critical, industry-standard media audience rating platform while embracing the digital era. In addition to being the industry’s media auditing solution, Geopath also analyzes people’s movement data, develops deep consumer insights, innovations and advanced media research methodologies to uncover critical insights about how consumers engage with Out of Home advertising across a multi-channel ecosystem and in the physical world.


        Show more

        


        Show less",Mid-Senior level
"Verticalmove, Inc",Data Engineer,"We are currently hiring a Senior Data Platform Engineer to help grow our company and ensure our mission is achieved!This role is a work from home position and can be performed remotely anywhere in the continental US or in one of our corporate locations in Utah or Arizona.WE ARE: Our Data Platforms embodies the modernity and transformational vision that is core to our business evolution. As passionate and hungry technical experts, we progress through technology. We take pride in our engineering, daily progress, and bringing others along as we improve. We experiment, fail fast, and drive to delivery.YOU ARE: A self-starter mindset to proactively take ownership and execute work without daily oversight and excited to develop your data administration & data DevOps skills. We have a great team of engineers building next-generation data platforms. You are motivated by challenges and thrive with continuous innovation.YOUR DAY-TO-DAY:Coach and develop fellow team membersWorking in an agile-scrum development environmentWork with engineers and leaders to promote a shared vision of our data platform & architectureTrack operating metrics for our data platforms, driving improvements and making trade-offs among competing constraints. We use MS SQL Server, AWS RDS (Postgres, MariaDB) MongoDB, DynamoDB, Redis, Rabbit MQ, AWS managed messaging/eventing systems (Kafka, Kinesis, SQS, SNS) to name a few of our platformsBe a strategic player in designing enterprise-wide data infrastructureBuilds robust systems with an eye on the long-term maintenance and support of the applicationDiscover automation opportunities to replace manual processes using PowerShell, Terraform, Python etcBuild out frameworks for data administration /data deployment /monitoring where neededLeverage reusable code modules to solve problems across the team and organizationCreate and maintain automated pipelines to deploy changes via Octopus, CircleCI, Azure DevOps and JenkinsProactive and reactive performance analysis, monitoring, troubleshooting and resolution of escalated issuesParticipate in the team on-call rotationsYOU’LL BRING:Used multiple data platforms and can define which is optimal for a given scenario (such as document databases, RDBMS, caching, eventing, etc. On-prem or cloud)An engineering mindset when developing a solution using PowerShell / Python or SQL. In depth knowledge and use of tools such as dbatools and other modules is a plusUnderstand how to fully automate systems using infrastructure/configuration as code technologies (we use Terraform, CloudFormation, Ansible, SaltStack)Experience working with CI/CD pipeline and tools preferably Octopus, CircleCI, AzureDevOps and JenkinsProven ability to mentor and coach engineersThrive on a high level of autonomy and responsibility, while having the ability to dig into technical details to inform decisionsAdvanced Sql Server Knowledge and experience in performance analysis and tuning skills such as tracing and profiling and Dynamic Management Views and Functions (DMVs) and other third-party tools like SentryOne to ensure high levels of performance, availability, and securityKnowledge of database deployment using DACPAC via pipelinesExperience with enterprise features of SQL Server: AlwaysOn Availability Groups, clustering, Disaster RecoveryContribute to the management and reliability of database HA/DR processesYOU MIGHT ALSO HAVE:Ability to clearly articulate complex subjects to leadership and others not familiar with this spaceExperience with code-based data developmentA self-starter mindset to proactively take ownership and execute work without daily oversightExperience in AWS cloud-based solutionsWE OFFER: Competitive Compensation; Eligible for STI + LTIFull Health Benefits; Medical/Dental/Vision/Life Insurance + Paid Parental LeaveCompany Matched 401kPaid Time Off + Paid Holidays + Paid Volunteer HoursEmployee Resource Groups (Black Inclusion Group, Women in Leadership, PRIDE, Adelante)Employee Stock Purchase ProgramTuition ReimbursementCharitable Gift MatchingJob required equipment and services


        Show more

        


        Show less",Mid-Senior level
Zortech Solutions,Data Engineer-US,"Role: Data Engineer (ETL, Python)Location: Dallas, TX (Hybrid)Duration: 6+ MonthsResponsibilitiesJob DescriptionStrong Experience With ETL, Python And Data EngineerHybrid: 2 days office, 3 days remote and need only local candidatesWork with business stakeholders, Business Systems Analysts and Developers to ensure quality delivery of software.Interact with key business functions to confirm data quality policies and governed attributes.Follow quality management best practices and processes to bring consistency and completeness to integration service testingDesigning and managing the testing AWS environments of data workflows during development and deployment of data productsProvide assistance to the team in Test Estimation & Test PlanningDesign, development of Reports and dashboards.Analyzing and evaluating data sources, data volume, and business rules.Proficiency with SQL, familiarity with Python, Scala, Athena, EMR, Redshift and AWS.No SQL data and unstructured data experience.Extensive experience in programming tools like Map Reduce to HIVEQLExperience in data science platforms like Sage Maker/Machine Learning Studio/ H2O.Should be well versed with the Data flow and Test Strategy for Cloud/ On Prem ETL Testing.Interpret and analyses data from various source systems to support data integration and data reporting needs.Experience in testing Database Application to validate source to destination data movement and transformation.Work with team leads to prioritize business and information needs.Develop complex SQL scripts (Primarily Advanced SQL) for Cloud ETL and On prem.Develop and summarize Data Quality analysis and dashboards.Knowledge of Data modeling and Data warehousing concepts with emphasis on Cloud/ On Prem ETL.Execute testing of data analytic and data integration on time and within budget.Work with team leads to prioritize business and information needsTroubleshoot & determine best resolution for data issues and anomaliesExperience in Functional Testing, Regression Testing, System Testing, Integration Testing & End to End testing.Has deep understanding of data architecture & data modeling best practices and guidelines for different data and analytic platformsRequirementsExperienced in large-scale application development testing Cloud/ On Prem Data warehouse, Data Lake, Data scienceExperience with multi-year, large-scale projectsExpert technical skills with hands-on testing experience using SQL queries.Extensive experience with both data migration and data transformation testingExtensive experience DBMS like Oracle, Teradata, SQL Server, DB2, Redshift, Postgres and Sybase.Extensive testing Experience with SQL/Unix/Linux.Extensive experience testing Cloud/On Prem ETL (e.g. Abinito, Informatica, SSIS, DataStage, Alteryx, Glu)Extensive experience using Python scripting and AWS and Cloud Technologies.Extensive experience using Athena, EMR , Redshift and AWS and Cloud TechnologiesAPI/RESTAssured automation, building reusable frameworks, and good technical expertise/acumenJava/Java Script - Implement core Java, Integration, Core Java and API.Functional/UI/ Selenium - BDD/Cucumber, Specflow, Data Validation/Kafka, Big Data, also automation experience using Cypress.AWS/Cloud - Jenkins/ Gitlab/ EC2 machine, S3 and building Jenkins and CI/CD pipelines, SauceLabs.API/Rest API - Rest API and Micro Services using JSON, SoapUIExtensive experience in DevOps/Data Ops space.Strong experience in working with DevOps and build pipelines.Strong experience of AWS data services including Redshift, Glue, Kinesis, Kafka (MSK) and EMR/ Spark, Sage Maker etcExperience with technologies like Kubeflow, EKS, DockerExtensive experience using No SQL data and unstructured data experience like MongoDB, Cassandra, Redis, Zookeeper.Extensive experience in Map reduce using tools like Hadoop, Hive, Pig, Kafka, S4, Map R.Experience using Jenkins and GitlabExperience using both Waterfall and Agile methodologies.Experience in testing storage tools like S3, HDFSExperience with one or more industry-standard defect or Test Case management ToolsGreat communication skills (regularly interacts with cross functional team members)Good To HaveGood to have Java knowledgeKnowledge of integrating with Test Management ToolsKnowledge in Salesforce
      

        Show more

        


        Show less",Mid-Senior level
Nexus Staff Inc.,Data Engineer,"Our team relies on clean datasets accessible via the latest tools to answer questions that are often not simple or clear. You will be creating solutions that will help derive value from our rich datasets that will solve tough problems impacting consumers across geographies & industries (healthcare, retail/ consumer, telecom, industrial) driving technology transformation. At the core of our team, we believe data is best used to create transparency & generate communal value.  What You’ll Do: · Design, Build & ImplementDesign & build batch, event driven and real-time data pipelines using some of the latest technologies available on Microsoft Azure, Google Cloud Platform and AWSImplement large-scale data platforms to meet the analytical & operational needs across various organizationsBuild products & frameworks that can be re-used across different use-cases in increase efficiency in coding and agility in implementation of solutionsBuild streaming ingestion processes to efficiently read, process, analyze & publish data for real-time need of applications and data science modelsPerform analyses of large structured and unstructured data to solve multiple & complex business problemsInvestigate and prototype different task dependency frameworks to understand the most appropriate design for a given use case to assess & advise Understand business use cases to design engineering routines to affect the outcomesReview & assess data frameworks & technology platforms with the goal of suggesting & implementing improvements on the existing frameworks & platforms.Understand quality of data used in existing use cases to suggest process improvements & implement data quality routines   Who You Are : An Engineer interested in working in batch, event driven and streaming processing environments A tech-enthusiast excited to work with Cloud Based Technologies like GCP, Azure & AWSA data parser expert who gets excited about structuring and re-structuring datasets programmatically A doer who loves to produce meaningful analytic insights for an innovative, data-intensive productsAlways curious about analytics frameworks and you are well-versed in the advantages and limitations of various big data architectures and technologiesTechnologist who loves studying software platforms with an eye towards modernizing the architectureBeliever in transparency, communication, and teamworkLove to learn and not afraid to take ownershipNexus Staffing is committed to diversity, inclusion, and equal opportunity. We take affirmative steps to ensure that all programs and services are open to all Americans, free of discrimination based on protected class status, including race, religion/creed, color, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity, national origin (including limited English proficiency), age, political affiliation or belief, military or veteran status, disability, predisposing genetic characteristics, marital or family status, domestic violence victim status, arrest record or criminal conviction history, or any other impermissible basis.


        Show more

        


        Show less",Mid-Senior level
Patterned Learning AI,Data Engineer (Entry Level ),"REMOTE (US/Canada Residing people only, with work permit)Patterned Learning – Data Engineer (Entry Level ) , FULL-TIME, Salary $100K - $130K a year.About us: The Future of AI is Patterned, a stealth-mode technology startup. Top investors include Sequoia and Anderson Horowitz, founders from Google, DeepMind, and NASA and we’re hiring for almost everything!About The JobRequired Skills and Experience:Experience in writing cloud-based softwareExpertise with AWS data processing products (Kinesis, S3, Lambda, etc.) or comparable (Redis, Kafka, Google DataFlow, etc.)Strong knowledge of relational DBs (Postgres, Snowflake, etc.) including SQL, data modeling, query tuning, etc.Experience delivering software products built using PythonExperience using professional software development practices, including: Agile processes, CI/CD, etc)Familiarity with distributed data processing frameworks (AWS Glue, Spark, Apache Beam, etc.)Familiarity with modern data analysis, dashboarding and machine learning tools (DBT, Fivetran, Looker, SageMaker, etc.)Special Benefits You Will LoveFlexible vacation, paid holidays, and paid sick days401(k) with up to 2% employer match (no match)Health, vision, and dental insurance.Schedule: 8 hour shift, Monday to Friday , Time: Flexible, Job Type: Full-time
      

        Show more

        


        Show less",Entry level
AMERICAN EAGLE OUTFITTERS INC.,Data Engineer Intern – Summer 2023,"Job DescriptionPOSITION TITLE: Data Engineer InternPosition SummaryThe Data Engineer Intern will help to enable data as the forefront of all business process and decisions. You will be part of a team of strong technologists passionate about our roadmap to deliver highly available and scalable data pipelines and solutions in the Google Cloud Platform (GCP) allowing teams across Digital, Stores, Marketing, Supply Chain, Finance, and Human Resources to make real-time decisions based on consistent, complete, and correct data using Data Quality rules. Your contributions will include supporting improvements in our data platform, building frameworks for security, automation and optimization, and curating data to be consumed by Data Science, Data Insights, and Advanced Analytics teams across the organization using a suite of sophisticated cloud tools and open-source technologies.Responsibilities Guided work using Google Cloud Platform (GCP) environment to perform the following:Develop highly available, scalable data pipelines and applications to support business decisions Pipeline development and orchestration using Cloud Data Fusion/CDAP, Cloud Composer/Airflow/Python, DataflowBig Query table creation and query optimizationCloud Function’s for event-based triggeringCloud Monitoring and AlertingPub/Sub for real-time messagingCloud Data Catalog build-outWork in an agile environment applying SDLC principles and SCRUM methodologies utilizing tools such as Jira, Wiki, Bitbucket/GitHub and BambooGuided work around software and product security, scalability, general data warehousing principles, documentation practices, refactoring and testing techniquesUse Terraform for infrastructure automation and provisioning.QualificationsBachelor/Master’s degree in MIS, Computer Science, or a related discipline Experience / training using Java or PythonUnderstanding of Big Data ETL Pipelines and familiar with Dataproc, Dataflow, Spark, or HadoopProficient ANSI SQL skills Pay/Benefits InformationActual starting pay is determined by various factors, including but not limited to relevant experience and location.Subject to eligibility requirements, associates may receive health care benefits (including medical, vision, and dental); wellness benefits; 401(k) retirement benefits; life and disability insurance; employee stock purchase program; paid time off; paid sick leave; and parental leave and benefitsPaid Time Off, paid sick leave, and holiday pay vary by job level and type, job location, employment classification (part-time or full-time / exempt or non-exempt), and years of service. For additional information, please click here .AEO may also provide discretionary bonuses and other incentives at its discretion.About UsAmerican Eagle - We're an American jeans and apparel brand that's true in everything we do. Rooted in authenticity, powered by positivity, and inspired by our community – we welcome all and believe that putting on a really great pair of #AEjeans gives you the freedom to be true to you. Because when you're at your best, you put good vibes out there, and get good things back in return. AE. True to you.American Eagle Outfitters® (NYSE: AEO) is a leading global specialty retailer offering high-quality, on-trend clothing, accessories and personal care products at affordable prices under its American Eagle® and Aerie® brands.The company operates stores in the United States, Canada, Mexico, and Hong Kong, and ships to 81 countries worldwide through its websites. American Eagle and Aerie merchandise also is available at more than 200 international locations operated by licensees in 24 countries.AEO is an Equal Opportunity Employer and is committed to complying with all federal, state and local equal employment opportunity (""EEO"") laws. AEO prohibits discrimination against associates and applicants for employment because of the individual's race or color, religion or creed, alienage or citizenship status, sex (including pregnancy), national origin, age, sexual orientation, disability, gender identity or expression, marital or partnership status, domestic violence or stalking victim status, genetic information or predisposing genetic characteristics, military or veteran status, or any other characteristic protected by law. This applies to all AEO activities, including, but not limited to, recruitment, hiring, compensation, assignment, training, promotion, performance evaluation, discipline and discharge. AEO also provides reasonable accommodation of religion and disability in accordance with applicable law.


        Show more

        


        Show less",Internship
Zortech Solutions,Data Engineer with SQL-US/Canada,"Role: Data Engineer with SQLLocation: Bellevue, WA/Remote (PST zone)/CanadaDuration: 6+ MonthsJob Description Data engineer + SQL masteryData normalization and denormalization principles and practiceAggregates, Common Table Expressions, Window FunctionsMulti-column joins, self joins, preventing row explosionsExperience with Postgres is a plusNeeds to understand database connectivityHow to connect to a databaseHow to explore a databaseHow to perform multiple operation in a single transactionNeeds to know how to do the basics with gitEnough familiarity with Azure cloud computing concepts to get things doneExperience with Databricks and/or Delta Lake a plusExperience with Azure Data Factory a plusSome level of scripting (preferably in python) is beneficialSome level of geospatial knowledge a plusSome level of geospatial SQL knowledge an extra special plus


        Show more

        


        Show less",Mid-Senior level
"Digible, Inc",Junior Data Engineer,"Company OverviewPrivately owned and operated, Digible was founded in 2017 with a mission to bring sophisticated digital marketing solutions to the multifamily industry. We offer a comprehensive suite of digital services as well as a predictive analytics platform, Fiona, that is the first of its kind.At Digible, Inc. we love to celebrate our diverse group of hardworking employees – and it shows. We pride ourselves on our collaborative, transparent, and authentic culture. These values are pervasive throughout every step of a Digible employee's journey. Starting with our interviews and continuing through our weekly All Hands Transparency Round-up, values are at the heart of working at Digible.We value diversity and believe forming teams in which everyone can be their authentic self is key to our success. We encourage people from underrepresented backgrounds and different industries to apply. Come join us and find out what the best work of your career could look like here at Digible.The RoleDigible, Inc. is looking for an Junior Software Engineer to join our team!We are seeking a highly motivated and detail-oriented Junior Data Engineer to join our growing team. As a Junior Data Engineer, you will be responsible for assisting with the development, implementation, and maintenance of our data infrastructure. You will work closely with our Data Engineering team to ensure data quality, accuracy, and completeness across all of our data sources.Responsibilities:Assist with the design, development, and maintenance of our data infrastructure using Python, Prefect, Snowflake, Google Cloud, and AWS. Collaborate with our Data Engineering team to ensure data quality, accuracy, and completeness across all of our data sources. Develop and maintain ETL pipelines to extract, transform, and load data from various sources into our data warehouse. Assist with the implementation of data security and governance policies. Monitor and troubleshoot data issues as they arise. Continuously seek ways to improve our data infrastructure and processes. Requirements:Bachelor's degree in Computer Science, Data Science, or a related field. Experience with Python, SQL, and data modeling. Familiarity with data warehousing concepts and ETL processes. Experience working with cloud-based platforms such as Google Cloud and AWS. Strong problem-solving skills and attention to detail. Excellent communication and teamwork skills. Expectations:Ability to learn and adapt quickly to new technologies and processes. Work collaboratively with our Data Engineering team to meet project goals and deadlines. Demonstrate a high level of professionalism and dedication to quality work. Communicate effectively with cross-functional teams to ensure project success. Success Metrics:Deliver high-quality data infrastructure projects on time and within scope. Ensure data accuracy and completeness across all data sources. Maintain a high level of data security and governance. Continuously seek ways to improve our data infrastructure and processes. Collaborate effectively with cross-functional teams to meet project goals and objectives. Core ValuesAuthenticity - The commitment to be steadfast and genuine with our actions and communication toward everyone we touch.Curiosity - The belief that a deep and fundamental curiosity (the ""why"") in our work is vital to company innovation and evolution.Focus - The collective will to remain completely devoted and ultimately accountable to our deliverables.Humility - The recognition and daily practice that ""we"" is always greater than ""I"".Happiness - The decision to prioritize passion and love for what we do above everything else.Perks and such:4-Day Work Week (32 Hour Work Week)WFA (Work From Anywhere)Profit Sharing BonusWe offer 3 weeks of PTO as well as Sick leave, and Bereavement. We offer 10 paid holidays (New Years Eve, New Years Day, MLK day, Memorial Day, Independence Day, Labor Day, Thanksgiving + day after, Christmas Eve, and Christmas)401(k) + Match50% employer paid health benefits, including Medical, Dental, and Vision. We provide $75/ month reimbursement for Physical WellnessWe provide $75/ month reimbursement for Mental Wellness$1000/year travel fund for employees who have been with Digible 3+ yearsMonthly subscription for financial wellnessDog-Friendly OfficePaid Parental LeaveCompany Sponsored Social EventsCompany Provided Lunches, SnacksEmployee Development Program


        Show more

        


        Show less",Mid-Senior level
CVS Health,Data Engineer,"Job DescriptionAssists in the development of large-scale data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needsApplies understanding of key business drivers to accomplish own workUses expertise, judgment and precedents to contribute to the resolution of moderately complex problemsLeads portions of initiatives of limited scope, with guidance and directionWrites ETL (Extract / Transform / Load) processes, designs database systems and develops tools for real-time and offline analytic processingCollaborates with client team to transform data and integrate algorithms and models into automated processesUses knowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries to build data pipelinesUses programming skills in Python, Java or any of the major languages to build robust data pipelines and dynamic systemsBuilds data marts and data models to support clients and other internal customersIntegrates data from a variety of sources, assuring that they adhere to data quality and accessibility standardsPay RangeThe typical pay range for this role is:Minimum: $ 70,000Maximum: $ 140,000Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.Required Qualifications1+ years of progressively complex related experienceExperience with bash shell scripts, UNIX utilities & UNIX CommandsPreferred QualificationsAbility to leverage multiple tools and programming languages to analyze and manipulate data sets from disparate data sourcesAbility to understand complex systems and solve challenging analytical problemsStrong problem-solving skills and critical thinking abilityStrong collaboration and communication skills within and across teamsKnowledge in Java, Python, Hive, Cassandra, Pig, MySQL or NoSQL or similarKnowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries against data in the HDFS environmentExperience building data transformation and processing solutionsHas strong knowledge of large-scale search applications and building high volume data pipelinesEducationBachelor's degree or equivalent work experience in Computer Science, Engineering, Machine Learning, or related disciplineMaster’s degree or PhD preferredBusiness OverviewBring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.
      

        Show more

        


        Show less",Entry level
StaffSource,ETL and Data Engineer,"The Data Engineer develops data acquisition, storage, processing, and integration solutions for operational, reporting, and analytical purposes. This person is often called upon to generate production data solutions to support new rate analyses, operational reports, integrations with external entities, and new functionality in transactional systems. The Data Engineer will employ sound data management fundamentals and best practices to transform raw data resources into enterprise assets. Duties and responsibilities include the following:Design data structures and solutions to support transactional data processing, batch and real-time data movement, and data warehousingPerform ad-hoc query and analysis on structured and unstructured data from a variety of sourcesDevelop queries, data marts, and data files to support reporting and analytics efforts in IT and business unit customers. Recommend and implement data solutions to improve the usage of data assets across the organizationOptimize and operationalize prototype solutions developed by other team members or business analysts. Participate in the design and development of data services (REST, SOAP, etc.) as neededMap existing solutions developed in legacy technology to new architecture and implement modernized solutions in target-state technology stackPerform peer review and occasional QA support for solutions developed by other associates within the Data Management group or other functional areasInvestigate and document current data flow processes between corporate systems, business partners, and downstream data consumersCreate data models and technical metadata using modeling tools such as ER Studio or ErwinDocument and disseminate system interactions and data process flowsParticipate in the design and development of target-state analytics ecosystem using traditional and big data tools, as well as a mix of on-premises and cloud infrastructure Qualifications and Requirements5+ years' work experience developing high-performing data systems, adhering to established best-practicesStrong SQL development skills , creating complex queries, views, and stored proceduresSolid understanding of SQL best practicesExperience interfacing with business stakeholders to understand data and analytics needs and deliver solutionsExperience with ETL tools such as SSIS, Azure Data Factory and SQL Server (required)Experience in a variety of data technologies such as SQL Server, DB2, MongoDB (nice to have)Strong experience with relational data structures, theories, principles, and practicesExperience in Agile Scrum and / or Kanban project management frameworksExperience in creating data specifications, data catalogs, and process flow diagramsExperience developing REST or SOAP services preferred


        Show more

        


        Show less",Entry level
